"x","y","aer"
76.65,38.95,14
76.75,38.95,255
76.85,38.95,33
76.95,38.95,20
77.05,38.95,18
77.15,38.95,21
77.25,38.95,28
77.35,38.95,28
77.45,38.95,27
77.55,38.95,19
77.65,38.95,16
77.75,38.95,24
77.85,38.95,24
77.95,38.95,21
78.05,38.95,17
78.15,38.95,20
78.25,38.95,20
78.35,38.95,25
78.45,38.95,19
78.55,38.95,16
78.65,38.95,20
78.75,38.95,20
78.85,38.95,18
78.95,38.95,13
79.05,38.95,13
79.15,38.95,13
79.25,38.95,11
79.35,38.95,9
79.45,38.95,8
79.55,38.95,11
79.65,38.95,10
79.75,38.95,10
79.85,38.95,10
79.95,38.95,12
80.05,38.95,13
80.15,38.95,12
80.25,38.95,11
80.35,38.95,12
80.45,38.95,13
80.55,38.95,12
80.65,38.95,11
80.75,38.95,14
80.85,38.95,17
80.95,38.95,17
81.05,38.95,17
81.15,38.95,15
81.25,38.95,18
81.35,38.95,20
81.45,38.95,13
81.55,38.95,14
81.65,38.95,13
81.75,38.95,14
81.85,38.95,15
81.95,38.95,14
82.05,38.95,15
82.15,38.95,15
82.25,38.95,14
82.35,38.95,12
82.45,38.95,11
82.55,38.95,12
82.65,38.95,13
82.75,38.95,14
82.85,38.95,14
82.95,38.95,16
83.05,38.95,16
83.15,38.95,17
83.25,38.95,16
83.35,38.95,16
83.45,38.95,15
83.55,38.95,14
83.65,38.95,15
83.75,38.95,16
83.85,38.95,17
83.95,38.95,17
84.05,38.95,18
84.15,38.95,18
84.25,38.95,20
84.35,38.95,18
84.45,38.95,18
84.55,38.95,31
84.65,38.95,22
84.75,38.95,26
84.85,38.95,21
84.95,38.95,17
85.05,38.95,14
85.15,38.95,15
85.25,38.95,18
85.35,38.95,18
85.45,38.95,17
85.55,38.95,17
85.65,38.95,18
85.75,38.95,19
85.85,38.95,19
85.95,38.95,20
86.05,38.95,24
86.15,38.95,26
86.25,38.95,27
86.35,38.95,25
86.45,38.95,25
86.55,38.95,26
86.65,38.95,27
86.75,38.95,29
86.85,38.95,30
86.95,38.95,31
87.05,38.95,31
87.15,38.95,33
87.25,38.95,32
87.35,38.95,31
87.45,38.95,30
87.55,38.95,32
87.65,38.95,30
87.75,38.95,28
87.85,38.95,33
87.95,38.95,26
88.05,38.95,24
88.15,38.95,25
88.25,38.95,255
88.35,38.95,255
88.45,38.95,255
88.55,38.95,255
88.65,38.95,255
88.75,38.95,12
88.85,38.95,19
88.95,38.95,18
89.05,38.95,20
89.15,38.95,23
89.25,38.95,24
89.35,38.95,23
89.45,38.95,22
89.55,38.95,22
89.65,38.95,26
89.75,38.95,30
89.85,38.95,25
89.95,38.95,24
90.05,38.95,20
90.15,38.95,19
90.25,38.95,16
90.35,38.95,16
90.45,38.95,15
90.55,38.95,15
90.65,38.95,15
90.75,38.95,255
90.85,38.95,255
90.95,38.95,22
91.05,38.95,21
91.15,38.95,22
91.25,38.95,255
91.35,38.95,255
91.45,38.95,255
91.55,38.95,255
91.65,38.95,255
91.75,38.95,255
91.85,38.95,31
91.95,38.95,22
92.05,38.95,22
92.15,38.95,22
92.25,38.95,14
92.35,38.95,14
92.45,38.95,255
92.55,38.95,23
92.65,38.95,14
92.75,38.95,16
92.85,38.95,22
92.95,38.95,20
93.05,38.95,27
93.15,38.95,255
93.25,38.95,15
93.35,38.95,14
93.45,38.95,39
93.55,38.95,12
93.65,38.95,13
93.75,38.95,255
93.85,38.95,21
93.95,38.95,37
94.05,38.95,41
94.15,38.95,39
94.25,38.95,31
94.35,38.95,28
94.45,38.95,29
94.55,38.95,23
94.65,38.95,18
94.75,38.95,17
94.85,38.95,31
94.95,38.95,255
60.05,38.85,64
60.15,38.85,65
60.25,38.85,65
60.35,38.85,68
60.45,38.85,63
60.55,38.85,60
60.65,38.85,59
60.75,38.85,58
60.85,38.85,57
60.95,38.85,57
61.05,38.85,57
61.15,38.85,60
61.25,38.85,59
61.35,38.85,60
61.45,38.85,59
61.55,38.85,59
61.65,38.85,58
61.75,38.85,59
61.85,38.85,60
61.95,38.85,58
62.05,38.85,57
62.15,38.85,61
62.25,38.85,54
62.35,38.85,51
62.45,38.85,56
62.55,38.85,55
62.65,38.85,54
62.75,38.85,50
62.85,38.85,53
62.95,38.85,47
63.05,38.85,46
63.15,38.85,47
63.25,38.85,46
63.35,38.85,51
63.45,38.85,50
63.55,38.85,52
63.65,38.85,51
63.75,38.85,58
63.85,38.85,61
63.95,38.85,53
64.05,38.85,53
64.15,38.85,51
64.25,38.85,55
64.35,38.85,55
64.45,38.85,57
64.55,38.85,60
64.65,38.85,62
64.75,38.85,60
64.85,38.85,61
64.95,38.85,60
65.05,38.85,53
65.15,38.85,51
65.25,38.85,55
65.35,38.85,70
65.45,38.85,79
65.55,38.85,82
65.65,38.85,83
65.75,38.85,79
65.85,38.85,64
65.95,38.85,58
66.05,38.85,58
66.15,38.85,60
66.25,38.85,56
66.35,38.85,60
66.45,38.85,66
66.55,38.85,69
66.65,38.85,73
66.75,38.85,77
66.85,38.85,72
66.95,38.85,53
67.05,38.85,29
67.15,38.85,14
67.25,38.85,12
67.35,38.85,12
67.45,38.85,255
67.55,38.85,255
67.65,38.85,255
67.75,38.85,255
67.85,38.85,255
67.95,38.85,255
68.05,38.85,255
68.15,38.85,255
68.25,38.85,255
68.35,38.85,255
68.45,38.85,255
68.55,38.85,255
68.65,38.85,255
68.75,38.85,255
68.85,38.85,255
68.95,38.85,255
69.05,38.85,255
69.15,38.85,255
69.25,38.85,255
69.35,38.85,255
69.45,38.85,255
69.55,38.85,255
69.65,38.85,255
69.75,38.85,255
69.85,38.85,255
69.95,38.85,255
70.05,38.85,255
70.15,38.85,255
70.25,38.85,11
70.35,38.85,28
70.45,38.85,255
70.55,38.85,255
70.65,38.85,255
70.75,38.85,255
70.85,38.85,255
70.95,38.85,255
71.05,38.85,255
71.15,38.85,255
71.25,38.85,255
71.35,38.85,255
71.45,38.85,255
71.55,38.85,255
71.65,38.85,255
71.75,38.85,255
71.85,38.85,255
71.95,38.85,255
72.05,38.85,255
72.15,38.85,255
72.25,38.85,255
72.35,38.85,255
72.45,38.85,255
72.55,38.85,255
72.65,38.85,255
72.75,38.85,255
72.85,38.85,255
72.95,38.85,255
73.05,38.85,255
73.15,38.85,255
73.25,38.85,255
73.35,38.85,255
73.45,38.85,255
73.55,38.85,255
73.65,38.85,255
73.75,38.85,255
73.85,38.85,255
73.95,38.85,255
74.05,38.85,255
74.15,38.85,255
74.25,38.85,255
74.35,38.85,255
74.45,38.85,255
74.55,38.85,255
74.65,38.85,255
74.75,38.85,255
74.85,38.85,255
74.95,38.85,255
75.05,38.85,255
75.15,38.85,255
75.25,38.85,255
75.35,38.85,255
75.45,38.85,255
75.55,38.85,255
75.65,38.85,13
75.75,38.85,13
75.85,38.85,13
75.95,38.85,15
76.05,38.85,15
76.15,38.85,21
76.25,38.85,17
76.35,38.85,17
76.45,38.85,22
76.55,38.85,47
76.65,38.85,255
76.75,38.85,255
76.85,38.85,255
76.95,38.85,255
77.05,38.85,30
77.15,38.85,27
77.25,38.85,27
77.35,38.85,25
77.45,38.85,27
77.55,38.85,32
77.65,38.85,33
77.75,38.85,32
77.85,38.85,30
77.95,38.85,23
78.05,38.85,24
78.15,38.85,12
78.25,38.85,28
78.35,38.85,29
78.45,38.85,19
78.55,38.85,17
78.65,38.85,19
78.75,38.85,19
78.85,38.85,18
78.95,38.85,15
79.05,38.85,13
79.15,38.85,12
79.25,38.85,10
79.35,38.85,9
79.45,38.85,9
79.55,38.85,11
79.65,38.85,11
79.75,38.85,11
79.85,38.85,12
79.95,38.85,13
80.05,38.85,13
80.15,38.85,12
80.25,38.85,11
80.35,38.85,13
80.45,38.85,12
80.55,38.85,11
80.65,38.85,12
80.75,38.85,17
80.85,38.85,19
80.95,38.85,18
81.05,38.85,18
81.15,38.85,14
81.25,38.85,13
81.35,38.85,16
81.45,38.85,13
81.55,38.85,14
81.65,38.85,15
81.75,38.85,17
81.85,38.85,20
81.95,38.85,21
82.05,38.85,21
82.15,38.85,18
82.25,38.85,17
82.35,38.85,17
82.45,38.85,16
82.55,38.85,12
82.65,38.85,13
82.75,38.85,14
82.85,38.85,13
82.95,38.85,14
83.05,38.85,14
83.15,38.85,13
83.25,38.85,12
83.35,38.85,15
83.45,38.85,16
83.55,38.85,16
83.65,38.85,16
83.75,38.85,16
83.85,38.85,18
83.95,38.85,20
84.05,38.85,25
84.15,38.85,27
84.25,38.85,22
84.35,38.85,20
84.45,38.85,18
84.55,38.85,17
84.65,38.85,15
84.75,38.85,22
84.85,38.85,15
84.95,38.85,16
85.05,38.85,17
85.15,38.85,12
85.25,38.85,22
85.35,38.85,15
85.45,38.85,15
85.55,38.85,21
85.65,38.85,19
85.75,38.85,17
85.85,38.85,16
85.95,38.85,16
86.05,38.85,19
86.15,38.85,22
86.25,38.85,26
86.35,38.85,28
86.45,38.85,29
86.55,38.85,30
86.65,38.85,27
86.75,38.85,28
86.85,38.85,30
86.95,38.85,31
87.05,38.85,32
87.15,38.85,33
87.25,38.85,31
87.35,38.85,29
87.45,38.85,24
87.55,38.85,21
87.65,38.85,25
87.75,38.85,21
87.85,38.85,25
87.95,38.85,28
88.05,38.85,30
88.15,38.85,37
88.25,38.85,255
88.35,38.85,255
88.45,38.85,255
88.55,38.85,255
88.65,38.85,255
88.75,38.85,255
88.85,38.85,255
88.95,38.85,21
89.05,38.85,14
89.15,38.85,13
89.25,38.85,15
89.35,38.85,19
89.45,38.85,25
89.55,38.85,32
89.65,38.85,29
89.75,38.85,31
89.85,38.85,29
89.95,38.85,27
90.05,38.85,22
90.15,38.85,18
90.25,38.85,27
90.35,38.85,33
90.45,38.85,32
90.55,38.85,40
90.65,38.85,43
90.75,38.85,43
90.85,38.85,53
90.95,38.85,19
91.05,38.85,24
91.15,38.85,19
91.25,38.85,19
91.35,38.85,22
91.45,38.85,22
91.55,38.85,24
91.65,38.85,33
91.75,38.85,36
91.85,38.85,29
91.95,38.85,45
92.05,38.85,47
92.15,38.85,26
92.25,38.85,23
92.35,38.85,25
92.45,38.85,18
92.55,38.85,18
92.65,38.85,22
92.75,38.85,15
92.85,38.85,15
92.95,38.85,14
93.05,38.85,18
93.15,38.85,26
93.25,38.85,20
93.35,38.85,17
93.45,38.85,16
93.55,38.85,15
93.65,38.85,14
93.75,38.85,14
93.85,38.85,14
93.95,38.85,15
94.05,38.85,19
94.15,38.85,26
94.25,38.85,30
94.35,38.85,28
94.45,38.85,22
94.55,38.85,18
94.65,38.85,32
94.75,38.85,29
94.85,38.85,23
94.95,38.85,14
60.05,38.75,65
60.15,38.75,62
60.25,38.75,61
60.35,38.75,65
60.45,38.75,65
60.55,38.75,65
60.65,38.75,66
60.75,38.75,66
60.85,38.75,64
60.95,38.75,58
61.05,38.75,59
61.15,38.75,57
61.25,38.75,56
61.35,38.75,59
61.45,38.75,59
61.55,38.75,59
61.65,38.75,58
61.75,38.75,58
61.85,38.75,56
61.95,38.75,61
62.05,38.75,60
62.15,38.75,59
62.25,38.75,59
62.35,38.75,59
62.45,38.75,59
62.55,38.75,60
62.65,38.75,61
62.75,38.75,61
62.85,38.75,60
62.95,38.75,59
63.05,38.75,51
63.15,38.75,50
63.25,38.75,49
63.35,38.75,51
63.45,38.75,50
63.55,38.75,50
63.65,38.75,49
63.75,38.75,47
63.85,38.75,56
63.95,38.75,57
64.05,38.75,55
64.15,38.75,55
64.25,38.75,58
64.35,38.75,58
64.45,38.75,56
64.55,38.75,60
64.65,38.75,62
64.75,38.75,61
64.85,38.75,58
64.95,38.75,57
65.05,38.75,53
65.15,38.75,51
65.25,38.75,58
65.35,38.75,74
65.45,38.75,80
65.55,38.75,82
65.65,38.75,82
65.75,38.75,83
65.85,38.75,77
65.95,38.75,71
66.05,38.75,60
66.15,38.75,54
66.25,38.75,48
66.35,38.75,57
66.45,38.75,60
66.55,38.75,65
66.65,38.75,60
66.75,38.75,52
66.85,38.75,42
66.95,38.75,34
67.05,38.75,16
67.15,38.75,13
67.25,38.75,14
67.35,38.75,255
67.45,38.75,255
67.55,38.75,255
67.65,38.75,255
67.75,38.75,255
67.85,38.75,255
67.95,38.75,255
68.05,38.75,255
68.15,38.75,255
68.25,38.75,255
68.35,38.75,255
68.45,38.75,255
68.55,38.75,255
68.65,38.75,255
68.75,38.75,255
68.85,38.75,255
68.95,38.75,255
69.05,38.75,255
69.15,38.75,255
69.25,38.75,255
69.35,38.75,255
69.45,38.75,4
69.55,38.75,5
69.65,38.75,255
69.75,38.75,255
69.85,38.75,255
69.95,38.75,255
70.05,38.75,17
70.15,38.75,14
70.25,38.75,12
70.35,38.75,255
70.45,38.75,255
70.55,38.75,255
70.65,38.75,255
70.75,38.75,255
70.85,38.75,255
70.95,38.75,255
71.05,38.75,255
71.15,38.75,255
71.25,38.75,255
71.35,38.75,255
71.45,38.75,255
71.55,38.75,255
71.65,38.75,255
71.75,38.75,255
71.85,38.75,255
71.95,38.75,255
72.05,38.75,255
72.15,38.75,255
72.25,38.75,255
72.35,38.75,255
72.45,38.75,255
72.55,38.75,255
72.65,38.75,255
72.75,38.75,255
72.85,38.75,255
72.95,38.75,255
73.05,38.75,255
73.15,38.75,255
73.25,38.75,255
73.35,38.75,255
73.45,38.75,57
73.55,38.75,27
73.65,38.75,16
73.75,38.75,255
73.85,38.75,255
73.95,38.75,255
74.05,38.75,255
74.15,38.75,255
74.25,38.75,255
74.35,38.75,255
74.45,38.75,255
74.55,38.75,255
74.65,38.75,255
74.75,38.75,255
74.85,38.75,255
74.95,38.75,255
75.05,38.75,255
75.15,38.75,255
75.25,38.75,255
75.35,38.75,255
75.45,38.75,255
75.55,38.75,255
75.65,38.75,255
75.75,38.75,13
75.85,38.75,13
75.95,38.75,14
76.05,38.75,17
76.15,38.75,17
76.25,38.75,255
76.35,38.75,20
76.45,38.75,29
76.55,38.75,33
76.65,38.75,40
76.75,38.75,46
76.85,38.75,47
76.95,38.75,48
77.05,38.75,39
77.15,38.75,38
77.25,38.75,35
77.35,38.75,31
77.45,38.75,25
77.55,38.75,38
77.65,38.75,42
77.75,38.75,33
77.85,38.75,32
77.95,38.75,23
78.05,38.75,24
78.15,38.75,22
78.25,38.75,20
78.35,38.75,16
78.45,38.75,14
78.55,38.75,12
78.65,38.75,13
78.75,38.75,14
78.85,38.75,15
78.95,38.75,20
79.05,38.75,14
79.15,38.75,13
79.25,38.75,12
79.35,38.75,13
79.45,38.75,13
79.55,38.75,13
79.65,38.75,12
79.75,38.75,13
79.85,38.75,12
79.95,38.75,12
80.05,38.75,11
80.15,38.75,11
80.25,38.75,11
80.35,38.75,11
80.45,38.75,11
80.55,38.75,12
80.65,38.75,12
80.75,38.75,12
80.85,38.75,13
80.95,38.75,16
81.05,38.75,17
81.15,38.75,14
81.25,38.75,12
81.35,38.75,12
81.45,38.75,12
81.55,38.75,12
81.65,38.75,14
81.75,38.75,15
81.85,38.75,19
81.95,38.75,21
82.05,38.75,15
82.15,38.75,15
82.25,38.75,15
82.35,38.75,14
82.45,38.75,14
82.55,38.75,14
82.65,38.75,11
82.75,38.75,12
82.85,38.75,12
82.95,38.75,14
83.05,38.75,14
83.15,38.75,15
83.25,38.75,15
83.35,38.75,16
83.45,38.75,16
83.55,38.75,14
83.65,38.75,14
83.75,38.75,14
83.85,38.75,15
83.95,38.75,19
84.05,38.75,23
84.15,38.75,14
84.25,38.75,14
84.35,38.75,24
84.45,38.75,14
84.55,38.75,14
84.65,38.75,13
84.75,38.75,13
84.85,38.75,13
84.95,38.75,14
85.05,38.75,13
85.15,38.75,17
85.25,38.75,16
85.35,38.75,15
85.45,38.75,15
85.55,38.75,15
85.65,38.75,14
85.75,38.75,15
85.85,38.75,15
85.95,38.75,17
86.05,38.75,18
86.15,38.75,16
86.25,38.75,15
86.35,38.75,14
86.45,38.75,16
86.55,38.75,18
86.65,38.75,21
86.75,38.75,23
86.85,38.75,31
86.95,38.75,28
87.05,38.75,31
87.15,38.75,33
87.25,38.75,33
87.35,38.75,29
87.45,38.75,27
87.55,38.75,21
87.65,38.75,25
87.75,38.75,18
87.85,38.75,24
87.95,38.75,255
88.05,38.75,255
88.15,38.75,44
88.25,38.75,37
88.35,38.75,255
88.45,38.75,255
88.55,38.75,255
88.65,38.75,255
88.75,38.75,255
88.85,38.75,255
88.95,38.75,255
89.05,38.75,255
89.15,38.75,255
89.25,38.75,13
89.35,38.75,16
89.45,38.75,18
89.55,38.75,255
89.65,38.75,63
89.75,38.75,63
89.85,38.75,45
89.95,38.75,34
90.05,38.75,35
90.15,38.75,37
90.25,38.75,37
90.35,38.75,52
90.45,38.75,49
90.55,38.75,44
90.65,38.75,53
90.75,38.75,55
90.85,38.75,39
90.95,38.75,33
91.05,38.75,30
91.15,38.75,23
91.25,38.75,18
91.35,38.75,19
91.45,38.75,23
91.55,38.75,23
91.65,38.75,29
91.75,38.75,25
91.85,38.75,21
91.95,38.75,19
92.05,38.75,23
92.15,38.75,23
92.25,38.75,16
92.35,38.75,20
92.45,38.75,15
92.55,38.75,15
92.65,38.75,16
92.75,38.75,16
92.85,38.75,15
92.95,38.75,14
93.05,38.75,17
93.15,38.75,20
93.25,38.75,23
93.35,38.75,23
93.45,38.75,21
93.55,38.75,16
93.65,38.75,15
93.75,38.75,20
93.85,38.75,20
93.95,38.75,15
94.05,38.75,16
94.15,38.75,22
94.25,38.75,25
94.35,38.75,36
94.45,38.75,38
94.55,38.75,32
94.65,38.75,27
94.75,38.75,35
94.85,38.75,30
94.95,38.75,25
60.05,38.65,66
60.15,38.65,63
60.25,38.65,66
60.35,38.65,65
60.45,38.65,63
60.55,38.65,62
60.65,38.65,63
60.75,38.65,67
60.85,38.65,70
60.95,38.65,71
61.05,38.65,65
61.15,38.65,61
61.25,38.65,60
61.35,38.65,59
61.45,38.65,59
61.55,38.65,60
61.65,38.65,58
61.75,38.65,57
61.85,38.65,65
61.95,38.65,62
62.05,38.65,61
62.15,38.65,60
62.25,38.65,59
62.35,38.65,57
62.45,38.65,56
62.55,38.65,58
62.65,38.65,58
62.75,38.65,58
62.85,38.65,59
62.95,38.65,60
63.05,38.65,60
63.15,38.65,53
63.25,38.65,50
63.35,38.65,49
63.45,38.65,49
63.55,38.65,51
63.65,38.65,50
63.75,38.65,48
63.85,38.65,48
63.95,38.65,49
64.05,38.65,48
64.15,38.65,48
64.25,38.65,51
64.35,38.65,62
64.45,38.65,65
64.55,38.65,62
64.65,38.65,61
64.75,38.65,57
64.85,38.65,55
64.95,38.65,54
65.05,38.65,55
65.15,38.65,53
65.25,38.65,49
65.35,38.65,67
65.45,38.65,73
65.55,38.65,80
65.65,38.65,82
65.75,38.65,83
65.85,38.65,81
65.95,38.65,74
66.05,38.65,63
66.15,38.65,54
66.25,38.65,49
66.35,38.65,53
66.45,38.65,55
66.55,38.65,53
66.65,38.65,43
66.75,38.65,35
66.85,38.65,28
66.95,38.65,26
67.05,38.65,22
67.15,38.65,15
67.25,38.65,15
67.35,38.65,46
67.45,38.65,255
67.55,38.65,255
67.65,38.65,255
67.75,38.65,255
67.85,38.65,255
67.95,38.65,255
68.05,38.65,16
68.15,38.65,255
68.25,38.65,255
68.35,38.65,255
68.45,38.65,255
68.55,38.65,20
68.65,38.65,19
68.75,38.65,255
68.85,38.65,255
68.95,38.65,255
69.05,38.65,10
69.15,38.65,11
69.25,38.65,13
69.35,38.65,6
69.45,38.65,7
69.55,38.65,8
69.65,38.65,9
69.75,38.65,13
69.85,38.65,14
69.95,38.65,16
70.05,38.65,16
70.15,38.65,16
70.25,38.65,9
70.35,38.65,8
70.45,38.65,7
70.55,38.65,255
70.65,38.65,255
70.75,38.65,255
70.85,38.65,255
70.95,38.65,255
71.05,38.65,255
71.15,38.65,255
71.25,38.65,255
71.35,38.65,255
71.45,38.65,255
71.55,38.65,255
71.65,38.65,255
71.75,38.65,255
71.85,38.65,255
71.95,38.65,255
72.05,38.65,255
72.15,38.65,255
72.25,38.65,255
72.35,38.65,255
72.45,38.65,255
72.55,38.65,255
72.65,38.65,255
72.75,38.65,255
72.85,38.65,255
72.95,38.65,255
73.05,38.65,255
73.15,38.65,255
73.25,38.65,255
73.35,38.65,255
73.45,38.65,30
73.55,38.65,28
73.65,38.65,22
73.75,38.65,255
73.85,38.65,255
73.95,38.65,255
74.05,38.65,255
74.15,38.65,255
74.25,38.65,255
74.35,38.65,255
74.45,38.65,255
74.55,38.65,255
74.65,38.65,255
74.75,38.65,255
74.85,38.65,255
74.95,38.65,255
75.05,38.65,255
75.15,38.65,255
75.25,38.65,255
75.35,38.65,255
75.45,38.65,255
75.55,38.65,255
75.65,38.65,255
75.75,38.65,255
75.85,38.65,13
75.95,38.65,14
76.05,38.65,15
76.15,38.65,14
76.25,38.65,255
76.35,38.65,255
76.45,38.65,255
76.55,38.65,255
76.65,38.65,41
76.75,38.65,32
76.85,38.65,26
76.95,38.65,31
77.05,38.65,31
77.15,38.65,26
77.25,38.65,27
77.35,38.65,28
77.45,38.65,24
77.55,38.65,20
77.65,38.65,30
77.75,38.65,20
77.85,38.65,22
77.95,38.65,21
78.05,38.65,19
78.15,38.65,18
78.25,38.65,20
78.35,38.65,17
78.45,38.65,13
78.55,38.65,14
78.65,38.65,13
78.75,38.65,13
78.85,38.65,12
78.95,38.65,14
79.05,38.65,12
79.15,38.65,12
79.25,38.65,11
79.35,38.65,13
79.45,38.65,14
79.55,38.65,12
79.65,38.65,12
79.75,38.65,12
79.85,38.65,14
79.95,38.65,13
80.05,38.65,12
80.15,38.65,12
80.25,38.65,11
80.35,38.65,10
80.45,38.65,10
80.55,38.65,9
80.65,38.65,10
80.75,38.65,11
80.85,38.65,12
80.95,38.65,14
81.05,38.65,15
81.15,38.65,13
81.25,38.65,10
81.35,38.65,10
81.45,38.65,11
81.55,38.65,13
81.65,38.65,15
81.75,38.65,16
81.85,38.65,19
81.95,38.65,21
82.05,38.65,20
82.15,38.65,18
82.25,38.65,16
82.35,38.65,15
82.45,38.65,14
82.55,38.65,15
82.65,38.65,16
82.75,38.65,14
82.85,38.65,13
82.95,38.65,13
83.05,38.65,13
83.15,38.65,12
83.25,38.65,12
83.35,38.65,12
83.45,38.65,12
83.55,38.65,11
83.65,38.65,12
83.75,38.65,13
83.85,38.65,18
83.95,38.65,19
84.05,38.65,16
84.15,38.65,12
84.25,38.65,12
84.35,38.65,14
84.45,38.65,14
84.55,38.65,13
84.65,38.65,11
84.75,38.65,11
84.85,38.65,11
84.95,38.65,12
85.05,38.65,13
85.15,38.65,23
85.25,38.65,24
85.35,38.65,17
85.45,38.65,14
85.55,38.65,13
85.65,38.65,13
85.75,38.65,13
85.85,38.65,15
85.95,38.65,18
86.05,38.65,22
86.15,38.65,22
86.25,38.65,22
86.35,38.65,21
86.45,38.65,24
86.55,38.65,21
86.65,38.65,20
86.75,38.65,21
86.85,38.65,24
86.95,38.65,27
87.05,38.65,31
87.15,38.65,29
87.25,38.65,29
87.35,38.65,26
87.45,38.65,24
87.55,38.65,30
87.65,38.65,32
87.75,38.65,19
87.85,38.65,34
87.95,38.65,27
88.05,38.65,14
88.15,38.65,255
88.25,38.65,255
88.35,38.65,24
88.45,38.65,29
88.55,38.65,255
88.65,38.65,255
88.75,38.65,255
88.85,38.65,255
88.95,38.65,255
89.05,38.65,255
89.15,38.65,255
89.25,38.65,255
89.35,38.65,255
89.45,38.65,255
89.55,38.65,255
89.65,38.65,68
89.75,38.65,56
89.85,38.65,50
89.95,38.65,48
90.05,38.65,64
90.15,38.65,69
90.25,38.65,74
90.35,38.65,55
90.45,38.65,44
90.55,38.65,44
90.65,38.65,47
90.75,38.65,39
90.85,38.65,34
90.95,38.65,39
91.05,38.65,38
91.15,38.65,33
91.25,38.65,25
91.35,38.65,22
91.45,38.65,14
91.55,38.65,16
91.65,38.65,21
91.75,38.65,16
91.85,38.65,15
91.95,38.65,14
92.05,38.65,15
92.15,38.65,19
92.25,38.65,18
92.35,38.65,15
92.45,38.65,16
92.55,38.65,16
92.65,38.65,15
92.75,38.65,18
92.85,38.65,18
92.95,38.65,16
93.05,38.65,14
93.15,38.65,17
93.25,38.65,19
93.35,38.65,19
93.45,38.65,18
93.55,38.65,18
93.65,38.65,19
93.75,38.65,20
93.85,38.65,20
93.95,38.65,25
94.05,38.65,19
94.15,38.65,22
94.25,38.65,25
94.35,38.65,31
94.45,38.65,50
94.55,38.65,51
94.65,38.65,45
94.75,38.65,37
